B.M.E 1.2
B 0 0 60 60 true 0 red_mid
B 60 0 60 60 true 0 red_mid
B 120 0 60 60 true 0 red_mid
B 180 0 60 60 true 0 red_mid
B 240 0 60 60 true 0 red_mid
B 300 0 60 60 true 0 red_mid
B 360 0 60 60 true 0 red_mid
B 420 0 60 60 true 0 red_mid
B 480 0 60 60 true 0 red_mid
B 540 0 60 60 true 0 red_mid
B 600 0 60 60 true 0 red_mid
B 660 0 60 60 true 0 red_mid
B 720 0 60 60 true 0 red_mid
B 780 0 60 60 true 0 red_mid
B 840 0 60 60 true 0 red_mid
B 900 0 60 60 true 0 red_mid
B 960 0 60 60 true 0 red_mid
B 1020 0 60 60 true 0 red_mid
B 1080 0 60 60 true 0 red_mid
B 1140 0 60 60 true 0 red_mid
B 1200 0 60 60 true 0 red_mid
B 1260 0 60 60 true 0 red_mid
B 1320 0 60 60 true 0 red_mid
B 1380 0 60 60 true 0 red_mid
B 1440 0 60 60 true 0 red_mid
B 1500 0 60 60 true 0 red_mid
B 1560 0 60 60 true 0 red_mid
B 1620 0 60 60 true 0 red_mid
B 1680 0 60 60 true 0 red_mid
B 1740 0 60 60 true 0 red_mid
B 1800 0 60 60 true 0 red_mid
B 1860 0 60 60 true 0 red_mid
B 1920 0 60 60 true 0 red_mid
B 1980 0 60 60 true 0 red_mid
B 2040 0 60 60 true 0 red_mid
B 2100 0 60 60 true 0 red_mid
B 2160 0 60 60 true 0 red_mid
B 2220 0 60 60 true 0 red_mid
B 2280 0 60 60 true 0 red_mid
B 2340 0 60 60 true 0 red_mid
B 2400 0 60 60 true 0 red_mid
B 2460 0 60 60 true 0 red_mid
B 2520 0 60 60 true 0 red_mid
B 2580 0 60 60 true 0 red_mid
B 2640 0 60 60 true 0 red_mid
B 2700 0 60 60 true 0 red_mid
B 2760 0 60 60 true 0 red_mid
B 2820 0 60 60 true 0 red_mid
B 2880 0 60 60 true 0 red_mid
B 2940 0 60 60 true 0 red_mid
B 3000 0 60 60 true 0 red_mid
B 3060 0 60 60 true 0 red_mid
B 3120 0 60 60 true 0 red_mid
B 3180 0 60 60 true 0 red_mid
B 3240 0 60 60 true 0 red_mid
B 3300 0 60 60 true 0 red_mid
B 3360 0 60 60 true 0 red_mid
B 3420 0 60 60 true 0 red_mid
B 3480 0 60 60 true 0 red_mid
B 3540 0 60 60 true 0 red_mid
B 3600 0 60 60 true 0 red_mid
B 3660 0 60 60 true 0 red_mid
B 3720 0 60 60 true 0 red_mid
B 3780 0 60 60 true 0 red_mid
B 3840 0 60 60 true 0 red_mid
B 3900 0 60 60 true 0 red_mid
B 3960 0 60 60 true 0 red_mid
B 4020 0 60 60 true 0 red_mid
B 4080 0 60 60 true 0 red_mid
B 4140 0 60 60 true 0 red_mid
B 4200 0 60 60 true 0 red_mid
B 4260 0 60 60 true 0 red_mid
B 4320 0 60 60 true 0 red_mid
B 4380 0 60 60 true 0 red_mid
B 4440 0 60 60 true 0 red_mid
B 4500 0 60 60 true 0 red_mid
B 4560 0 60 60 true 0 red_mid
B 4620 0 60 60 true 0 red_mid
B 4680 0 60 60 true 0 red_mid
B 4740 0 60 60 true 0 red_mid
B 4800 0 60 60 true 0 red_mid
B 4860 0 60 60 true 0 red_mid
B 4920 0 60 60 true 0 red_mid
B 4980 0 60 60 true 0 red_mid
B 5040 0 60 60 true 0 red_mid
B 5100 0 60 60 true 0 red_mid
B 5160 0 60 60 true 0 red_mid
B 5220 0 60 60 true 0 red_mid
